From*, To*, Variable*, Range_Lower_Limit*, Weight, 
3, 5, static_var/D_Vill, 8000, 0, 
3, 5, static_var/D_Vill, 15000, 0, 
3, 5, static_var/D_Vill, 24500, 0, 
3, 5, static_var/D_Vill, 25000, 0, 
3, 5, static_var/Elev, 0, 0, 
3, 5, static_var/Elev, 10, 0, 
3, 5, static_var/Elev, 80, 0, 
3, 5, static_var/Elev, 90, 0, 
3, 5, static_var/Elev, 100, 0, 
3, 5, static_var/Elev, 110, 0, 
3, 5, static_var/Elev, 120, 0, 
3, 5, static_var/Elev, 130, 0, 
3, 5, static_var/Elev, 150, 0, 
3, 5, static_var/Elev, 170, 0, 
3, 5, static_var/Elev, 200, 0, 
3, 5, static_var/Elev, 250, 0, 
3, 5, static_var/Elev, 370, 0, 
3, 5, static_var/OC000, 0, 0, 
3, 5, static_var/OC000, 1, 0, 
3, 5, static_var/OC000, 2, 0, 
3, 5, static_var/OC000, 3, 0, 
3, 5, static_var/OC000, 5, 0, 
3, 5, static_var/OC000, 7, 0, 
3, 5, static_var/OC000, 8, 0, 
3, 5, static_var/OC000, 11, 0, 
3, 5, static_var/OC000, 12, 0, 
3, 5, static_var/OC000, 13, 0, 
3, 5, static_var/OC000, 17, 0, 
3, 5, static_var/OC000, 18, 0, 
3, 5, static_var/PDn05, 0, 0, 
3, 5, static_var/PDn05, 10, 0, 
3, 5, static_var/PDn05, 20, 0, 
3, 5, static_var/PDn05, 30, 0, 
3, 5, static_var/PDn05, 40, 0, 
